3621,7
3625,0
3625,0
3624,7
3625,0
3625,0
3624,1
3625,0
3625,0
3625,0
3624,7
3624,4
3622,9
3624,7
3624,4
3624,7
3624,4
3624,4
3623,8
3624,7
3625,0
3625,0
3622,3
3624,7
3625,0
3625,0
3625,0
3625,0
3623,8
3625,0
3624,7
3623,8
3624,4
3625,0
3625,0
3624,7
3624,4
3624,7
3625,0
3625,0
3624,7
3625,0
3625,0
3624,7
3624,7
3624,7
3624,7
3624,7
3625,0
3625,0
3625,0
3625,0
3624,7
3624,7
3625,0
3624,1
3625,0
3625,0
3624,4
3625,0
3624,4
3624,4
3623,2
3625,0
3625,0
3625,0
3624,1
3625,0
3624,7
3624,7
3623,8
3624,4
3625,0
3624,4
3625,0
3624,7
3624,7
3624,7
3625,0
3625,0
3624,4
3624,7
3625,0
3623,8
3625,0
3623,8
3624,7
3624,7
3625,0
3625,0
3624,7
3625,0
3624,7
3623,5
3624,7
3625,0
3625,0
3625,0
3624,7
3624,1
3625,0
3625,0
3623,5
3625,0
3625,0
3625,0
3625,0
3624,7
3624,7
3625,0
3624,4
3624,1
3623,5
3624,7
3625,0
3624,1
3623,5
3624,7
3625,0
3624,4
3625,0
3624,7
3625,0
3624,1
3625,0
3624,1
3624,7
3625,0
3624,4
3624,7
3624,7
3625,0
3624,4
3624,4
3624,4
3624,7
3625,0
3625,0
3625,0
3622,6
3622,6
3625,0
3623,5
3624,1
3624,7
3624,1
3624,7
3624,7
3624,4
3625,0
3625,0
3624,7
3624,4
3624,7
3624,4
3624,7
3623,2
3624,7
3624,7
3625,0
3624,1
3623,5
3624,7
3624,7
3624,7
3624,7
3623,8
3624,7
3624,1
3624,1
3624,4
3625,0
3625,0
3624,1
3621,1
3624,1
3624,4
3624,1
3625,0
3624,4
3624,7
3624,4
3624,7
3625,0
3624,7
3625,0
3624,7
3624,7
3624,7
3624,7
3624,7
3624,7
